resID	atmilitary	atreligion	ated	atprof	atinc	atrace	atage	atmale	selected	rating
766	1	5	4	5	3	2	1	2	1	0.6666666666666666
766	1	3	3	5	3	1	5	1	1	0.6666666666666666
766	1	3	5	3	2	1	5	2	0	0.16666666666666666
766	1	2	6	4	5	3	6	2	1	0.6666666666666666
766	2	2	4	2	3	2	1	2	0	0.16666666666666666
766	1	4	3	1	5	2	2	2	1	0.3333333333333333
766	1	1	5	4	6	1	5	1	0	0.16666666666666666
766	2	4	2	5	6	6	2	2	0	0.16666666666666666
766	1	2	5	3	4	6	4	1	1	0.5
35	1	1	2	6	6	2	5	1	0	0.3333333333333333
35	1	5	6	3	2	4	4	1	1	0.3333333333333333
35	1	2	2	5	6	1	4	2	0	0.3333333333333333
35	2	6	5	1	6	5	2	1	1	0.3333333333333333
35	1	6	3	3	6	6	4	1	0	0.16666666666666666
35	2	5	4	2	3	5	2	1	1	0.5
35	1	5	5	5	6	5	6	1	0	0
35	2	6	2	5	6	3	3	1	1	0.5
35	2	1	2	2	4	6	3	1	1	0.5
35	2	4	3	3	6	6	5	2	0	0.5
238	1	4	4	4	1	1	3	2	1	0.8333333333333334
238	1	3	5	3	2	1	3	2	0	0.6666666666666666
238	2	5	2	6	5	5	6	2	0	0.3333333333333333
238	2	3	5	5	5	1	1	1	1	0.6666666666666666
238	1	1	3	6	1	4	3	1	0	0.3333333333333333
238	1	2	2	1	5	4	6	1	1	0.5
238	2	4	4	6	3	5	2	1	0	0.5
238	2	5	1	2	2	5	1	1	1	0.6666666666666666
238	2	6	2	4	1	6	4	1	0	0.5
238	1	1	6	4	4	6	1	2	1	0.8333333333333334
380	2	6	6	2	2	2	3	1	0	0.3333333333333333
380	1	4	1	1	2	3	2	1	1	0.5
380	2	2	2	1	5	3	6	1	0	0.16666666666666666
380	2	6	4	1	3	3	2	2	1	0.6666666666666666
380	2	6	2	5	6	4	2	1	1	0.6666666666666666
380	2	1	1	5	5	3	6	2	0	0.16666666666666666
380	2	6	4	6	5	5	6	2	0	0.16666666666666666
380	2	3	2	1	5	6	6	2	1	0.16666666666666666
380	1	4	6	2	2	3	2	2	1	0.8333333333333334
380	2	1	4	3	5	4	5	2	0	0.16666666666666666
380	2	4	2	3	2	1	1	1	1	0.3333333333333333
380	2	5	6	2	2	4	6	1	0	0
277	2	5	5	5	5	6	3	1	1	
277	1	5	4	2	3	2	3	1	0	0.16666666666666666
277	2	6	1	2	2	3	6	1	1	1
277	1	2	6	6	1	1	1	1	0	0.16666666666666666
277	1	5	3	5	5	3	5	2	1	0.8333333333333334
277	2	3	2	1	1	1	4	2	0	0.16666666666666666
277	2	4	5	6	1	6	6	1	0	0.8333333333333334
277	2	6	1	2	3	2	1	1	1	0.16666666666666666
277	2	6	3	2	2	5	4	2	1	1
277	2	1	1	5	6	1	2	1	0	0.16666666666666666
277	1	3	5	4	5	3	2	1	1	1
277	1	4	1	2	2	6	3	1	0	0.16666666666666666
247	1	3	4	5	6	1	3	2	0	0.3333333333333333
247	2	2	6	4	2	2	6	2	1	0.5
247	2	6	1	4	4	5	2	1	1	0.3333333333333333
247	1	1	4	5	6	3	3	2	0	0.16666666666666666
247	2	3	5	2	3	6	2	1	1	0.5
247	2	1	6	5	4	2	2	2	0	0.3333333333333333
247	2	5	5	6	3	2	6	1	1	0.6666666666666666
247	2	1	5	3	2	3	3	1	0	0.5
247	2	4	3	6	1	2	5	2	1	0.3333333333333333
247	1	3	5	6	3	4	1	2	0	0.16666666666666666
247	1	6	6	3	4	4	3	1	1	0.5
247	2	2	1	3	1	4	3	2	0	0.3333333333333333
685	1	2	1	4	5	4	4	2	0	0.6666666666666666
685	2	1	6	2	2	3	2	1	1	0.6666666666666666
685	2	4	1	1	1	4	6	2	1	0.6666666666666666
685	2	5	1	3	2	3	6	1	0	0.16666666666666666
685	1	4	5	6	1	4	1	2	1	0.3333333333333333
685	1	2	3	5	6	1	6	1	0	0.16666666666666666
685	2	4	3	3	6	4	1	2	1	0.6666666666666666
685	2	5	5	2	2	2	6	1	0	0.16666666666666666
685	1	4	2	5	4	2	1	1	0	0.5
685	1	2	2	4	2	3	5	2	1	0.6666666666666666
685	1	2	4	4	1	6	5	2	1	0.6666666666666666
685	1	2	4	3	3	4	4	2	0	0.6666666666666666
75	2	4	3	4	1	5	6	2	0	0.3333333333333333
75	2	1	5	1	5	2	3	2	1	0.6666666666666666
75	1	3	5	1	1	3	5	1	1	0.3333333333333333
75	1	2	1	1	4	6	2	2	0	0.3333333333333333
75	1	1	4	1	1	4	6	1	1	0.3333333333333333
75	1	3	2	2	2	2	2	2	0	0.3333333333333333
75	1	6	3	1	1	4	2	1	0	0.3333333333333333
75	2	4	3	1	3	5	1	2	1	0.5
75	2	5	3	4	3	1	3	1	0	0.3333333333333333
75	2	4	4	1	5	3	1	1	1	0.5
75	1	5	6	6	1	3	3	1	0	0.3333333333333333
75	1	4	5	3	2	3	3	1	1	0.6666666666666666
402	2	5	3	5	1	1	4	2	0	0.6666666666666666
402	1	2	5	1	2	1	2	1	1	0.6666666666666666
402	2	2	4	4	1	1	5	1	0	0.6666666666666666
402	1	6	6	2	6	2	5	2	1	0.8333333333333334
402	2	1	4	4	3	6	3	1	0	0.6666666666666666
402	2	3	6	2	4	4	3	2	1	0.8333333333333334
402	1	4	5	2	5	5	2	1	0	0.6666666666666666
402	1	1	4	3	5	6	1	1	1	0.6666666666666666
402	2	4	6	4	4	6	6	2	0	0.6666666666666666
402	1	4	1	1	4	3	1	1	1	0.8333333333333334
95	1	4	5	6	1	2	5	1	0	0.6666666666666666
95	1	5	2	3	6	5	6	1	1	0.8333333333333334
95	1	6	5	3	5	1	6	2	0	0.6666666666666666
95	2	6	6	4	6	3	2	1	1	1
95	2	4	5	1	2	1	1	2	1	0.8333333333333334
95	1	6	5	6	2	4	6	2	0	0.6666666666666666
95	2	2	3	3	5	2	3	2	1	0.8333333333333334
95	2	3	3	6	1	4	6	2	0	0.5
95	2	6	5	4	5	1	5	1	0	0.8333333333333334
95	2	1	4	1	4	5	2	2	1	1
95	2	2	4	1	5	5	1	2	0	0.8333333333333334
95	1	1	3	6	6	6	1	1	1	1
736	2	1	5	5	1	4	1	2	1	0.5
736	1	6	2	3	1	3	6	2	0	0.16666666666666666
736	1	4	3	5	3	3	3	1	1	0.6666666666666666
736	2	2	1	6	5	1	1	1	0	0.3333333333333333
736	1	6	5	1	6	6	2	2	1	0.3333333333333333
736	2	5	1	4	6	6	6	2	0	0.16666666666666666
736	2	1	4	6	5	3	1	1	1	0.8333333333333334
736	2	6	3	4	1	3	2	1	0	0.16666666666666666
736	2	6	3	4	4	6	3	2	1	0
736	2	5	6	6	2	4	6	1	0	0
736	1	5	6	5	3	4	4	1	1	0.16666666666666666
736	1	5	3	5	1	5	4	1	0	0.16666666666666666
377	2	6	4	4	1	1	1	2	0	0.6666666666666666
377	1	3	2	4	5	3	2	2	1	0.5
377	2	4	3	3	2	5	6	1	0	0.6666666666666666
377	2	4	3	3	2	5	2	1	1	0.6666666666666666
377	2	5	4	3	6	4	3	1	1	0.8333333333333334
377	2	6	1	6	6	3	6	2	0	0.5
377	2	1	2	4	2	1	3	2	1	0.6666666666666666
377	2	3	1	6	6	2	5	1	0	0.6666666666666666
377	2	4	3	4	5	1	4	2	1	0.6666666666666666
377	1	2	5	5	6	4	4	1	0	0.8333333333333334
377	2	1	2	3	4	6	5	2	0	0.6666666666666666
377	2	6	4	2	2	4	1	1	1	0.8333333333333334
295	2	5	1	5	2	2	3	2	0	0.16666666666666666
295	1	4	3	3	3	3	1	2	1	0.3333333333333333
295	2	4	4	1	2	1	1	1	0	0.5
295	2	6	6	4	3	4	3	2	1	0.5
295	1	3	1	3	1	5	5	2	0	0.16666666666666666
295	2	4	6	4	5	1	6	2	1	0.6666666666666666
295	2	3	3	3	4	6	5	1	1	0.3333333333333333
295	1	5	5	1	4	4	3	2	0	0.16666666666666666
295	2	3	6	2	6	6	4	2	1	0.6666666666666666
295	2	6	1	2	3	6	2	1	0	0.5
295	2	4	6	2	1	1	3	2	1	0.6666666666666666
295	1	4	3	1	2	3	5	2	0	0.3333333333333333
771	1	2	4	3	2	1	4	1	0	0.5
771	2	5	6	3	4	2	1	1	1	0.6666666666666666
771	2	1	6	2	4	6	3	2	1	0.6666666666666666
771	1	2	2	4	3	1	4	2	0	0.5
771	1	4	5	3	2	4	1	2	1	0.6666666666666666
771	2	1	3	1	4	3	4	1	0	0.5
771	1	1	1	5	3	6	4	2	0	0.5
771	1	1	5	2	3	2	6	2	1	0.6666666666666666
771	2	2	4	6	5	4	1	2	1	0.6666666666666666
771	1	3	3	6	3	4	1	2	0	0.5
771	2	6	6	5	3	6	4	2	1	0.6666666666666666
771	1	6	2	1	5	5	2	2	0	0.5
494	1	3	4	5	4	1	3	2	0	0.8333333333333334
494	2	4	4	1	2	2	4	2	1	0.8333333333333334
494	1	2	4	1	2	2	3	1	1	0.5
494	1	4	1	4	2	1	4	1	0	0.3333333333333333
494	2	2	5	6	5	2	1	2	1	0.16666666666666666
494	1	5	2	2	2	4	6	1	0	0
494	2	5	6	6	5	2	4	1	1	0.6666666666666666
494	1	5	3	6	5	4	5	2	0	0.5
494	1	2	5	1	3	4	3	1	1	0.6666666666666666
494	1	5	4	6	3	2	6	2	0	0
494	2	6	3	1	1	3	4	2	1	0.5
494	1	2	1	2	2	3	5	1	0	0
340	1	4	2	5	4	5	4	1	1	0.6666666666666666
340	2	4	1	1	2	1	4	2	0	0.3333333333333333
340	2	6	3	2	4	4	1	1	0	0.16666666666666666
340	2	2	1	2	2	3	2	1	1	0.6666666666666666
340	2	1	3	5	3	4	1	1	1	0.8333333333333334
340	2	3	5	3	4	1	2	2	0	0.5
340	1	6	6	5	1	4	5	2	0	0.16666666666666666
340	2	1	1	2	1	1	3	2	1	0.5
340	1	3	5	4	6	3	3	2	1	0.8333333333333334
340	1	5	6	6	6	5	5	2	0	0.16666666666666666
340	1	1	3	1	4	3	1	1	1	0.8333333333333334
340	2	4	1	1	5	5	4	1	0	0.3333333333333333
139	1	2	2	2	2	6	2	2	1	1
139	1	6	6	2	5	2	3	2	0	0.5
139	1	4	4	2	1	3	4	2	1	1
139	2	1	5	4	3	6	1	1	0	0.8333333333333334
139	1	3	1	2	2	4	1	1	0	1
139	1	3	1	5	2	4	4	2	1	0.8333333333333334
139	1	3	1	1	6	1	6	2	0	0.8333333333333334
139	1	1	4	1	5	6	4	1	1	0.6666666666666666
139	1	2	6	3	5	1	1	1	0	1
139	1	2	6	2	1	2	3	2	1	0.5
139	2	3	2	6	6	6	1	1	1	0.5
139	2	5	4	3	3	5	6	2	0	0
679	2	1	5	2	1	4	1	1	1	0.6666666666666666
679	1	1	5	3	1	2	2	1	0	0.3333333333333333
679	2	6	5	3	1	3	3	1	0	0.8333333333333334
679	1	3	5	5	4	1	1	2	1	0.16666666666666666
679	1	3	3	2	1	2	2	2	0	0.8333333333333334
679	1	1	6	5	5	3	3	1	1	0.16666666666666666
679	1	1	2	4	3	2	1	2	1	0.8333333333333334
679	1	5	2	5	6	6	6	1	0	0.16666666666666666
679	1	3	2	5	4	6	1	1	0	0.16666666666666666
679	1	4	6	1	5	1	5	2	1	0.6666666666666666
679	1	4	2	6	2	5	4	1	0	0.3333333333333333
679	1	3	3	4	4	5	4	2	1	0.6666666666666666
232	2	4	5	3	6	6	6	1	1	0.6666666666666666
232	2	3	2	3	3	6	5	1	0	0.5
232	1	5	1	6	5	1	6	1	0	0.16666666666666666
232	1	1	5	4	6	5	1	2	1	1
232	2	3	1	5	5	3	4	1	0	0.16666666666666666
232	1	3	1	6	6	3	5	1	1	0.6666666666666666
232	1	4	2	1	6	1	5	2	0	0.5
232	1	5	2	2	5	3	3	1	1	0.5
232	1	4	1	3	5	2	5	2	0	0.3333333333333333
232	2	3	6	3	6	6	2	1	1	1
232	1	5	6	2	1	6	4	2	1	0.6666666666666666
232	2	1	2	6	2	2	2	2	0	0.5
534	1	2	4	6	5	1	3	1	0	0.5
534	1	1	4	1	5	6	5	1	1	0.6666666666666666
534	1	2	5	1	5	1	6	2	1	0.6666666666666666
534	2	4	1	3	4	5	2	1	0	0.3333333333333333
534	2	5	4	4	5	1	5	2	1	0.16666666666666666
534	2	6	6	5	5	3	5	1	0	0.16666666666666666
534	2	1	4	3	1	3	5	1	0	0.3333333333333333
534	1	2	4	1	2	3	2	2	1	0.3333333333333333
534	2	5	3	5	5	4	4	2	0	0
534	2	4	5	4	6	1	1	1	1	0.16666666666666666
534	2	1	4	2	5	5	6	1	1	0.3333333333333333
534	1	2	1	4	2	1	4	1	0	0.16666666666666666
205	2	3	5	2	4	3	6	1	0	0.5
205	2	3	4	2	3	3	2	2	1	0.6666666666666666
205	1	1	3	2	2	2	4	2	0	0.3333333333333333
205	2	3	6	3	5	5	1	1	1	0.6666666666666666
205	2	4	5	5	4	1	3	2	1	0.5
205	2	1	3	5	2	4	1	1	0	0.3333333333333333
205	2	5	6	4	4	1	4	1	1	0.6666666666666666
205	1	3	5	6	3	3	6	1	0	0.5
205	2	2	4	2	4	3	3	2	1	0.6666666666666666
205	2	6	6	1	1	5	3	2	0	0.3333333333333333
205	2	3	3	4	6	4	4	2	0	0.3333333333333333
205	2	5	5	2	4	2	6	2	1	0.6666666666666666
275	1	1	2	3	6	4	1	1	0	0.16666666666666666
275	2	4	4	1	4	3	1	1	1	0.6666666666666666
275	1	6	5	2	3	5	4	1	0	0
275	1	1	5	5	3	4	4	1	1	0.6666666666666666
275	2	1	2	5	2	3	1	2	0	0.3333333333333333
275	1	1	4	6	2	4	3	2	1	0.5
275	2	3	5	5	4	2	3	1	1	0.5
275	1	3	2	5	3	5	5	1	0	0
275	2	6	4	6	4	6	6	1	0	0.3333333333333333
275	1	1	1	2	2	2	1	1	1	1
275	1	2	3	1	4	1	3	2	1	0.6666666666666666
275	1	6	3	1	6	1	6	2	0	0
471	2	5	2	6	2	6	6	1	0	0.3333333333333333
471	1	3	3	2	3	6	2	1	1	0.5
471	2	1	4	1	2	2	1	1	1	0.6666666666666666
471	2	1	1	1	3	3	2	1	0	0.16666666666666666
471	2	2	6	4	1	1	4	1	1	0.5
471	1	4	4	4	1	3	4	2	0	0.16666666666666666
471	1	5	5	1	4	3	2	1	1	0.5
471	1	5	5	4	2	2	3	1	0	0.16666666666666666
471	1	5	6	6	1	2	2	1	0	0.5
471	1	3	5	3	2	4	1	1	1	0.3333333333333333
471	2	2	3	6	6	6	2	1	1	0.5
471	2	3	5	4	2	2	4	1	0	0.3333333333333333
281	2	2	5	3	3	1	1	2	0	0.5
281	1	4	4	3	3	3	5	2	1	0.6666666666666666
281	2	3	4	6	4	3	3	2	1	0.5
281	2	4	1	4	1	6	1	2	0	0.3333333333333333
281	1	1	3	2	5	6	1	1	1	0.6666666666666666
281	1	4	2	6	1	4	5	2	0	0.5
281	1	6	1	2	3	2	2	2	1	0.3333333333333333
281	1	3	6	6	6	4	2	1	0	0.16666666666666666
281	1	6	3	6	3	1	1	1	0	0
281	2	3	1	3	4	2	6	2	1	0.16666666666666666
281	2	6	2	3	5	3	1	1	0	0.3333333333333333
281	2	1	2	5	3	1	4	1	1	0.5
484	2	5	2	6	3	3	2	1	1	0.6666666666666666
484	2	2	5	2	2	6	1	2	0	0.3333333333333333
484	2	5	1	5	6	4	3	2	1	0.8333333333333334
484	1	4	3	2	5	4	2	1	0	0.16666666666666666
484	2	6	2	4	1	4	4	1	0	0.3333333333333333
484	1	2	6	3	4	2	2	2	1	0.8333333333333334
484	1	3	5	2	6	3	3	1	0	0.3333333333333333
484	2	6	4	5	5	6	3	2	1	0.8333333333333334
484	2	6	6	2	5	1	4	2	1	0.8333333333333334
484	1	3	3	6	2	3	5	1	0	0.16666666666666666
484	1	5	2	3	3	4	5	1	0	0.3333333333333333
484	1	2	6	5	6	6	1	1	1	0.8333333333333334
390	1	2	4	4	3	3	5	1	0	0.5
390	1	2	5	2	1	2	4	2	1	0.8333333333333334
390	2	5	6	4	3	6	3	1	1	0.8333333333333334
390	2	4	6	5	3	3	4	1	0	0.3333333333333333
390	1	5	6	5	3	6	1	1	0	0.6666666666666666
390	1	3	6	3	2	3	5	2	1	0.5
390	2	4	4	1	3	4	3	1	1	0.6666666666666666
390	2	1	2	1	3	2	5	1	0	0.3333333333333333
390	2	3	3	1	4	5	1	2	0	0.6666666666666666
390	2	2	6	1	4	1	6	1	1	0.5
390	2	1	3	1	1	3	4	1	1	0.6666666666666666
390	2	5	4	5	2	6	5	2	0	0.5
339	2	3	1	2	5	3	3	1	1	0.6666666666666666
339	1	6	3	6	1	5	1	2	0	0.16666666666666666
339	2	2	3	2	5	2	3	2	0	0.3333333333333333
339	2	5	2	3	1	5	5	2	1	0.6666666666666666
339	1	6	6	1	3	5	4	1	1	0.6666666666666666
339	2	5	1	2	2	6	6	2	0	0
339	2	4	5	1	6	1	4	2	1	0.3333333333333333
339	1	1	2	2	5	2	3	2	0	0.3333333333333333
339	1	4	2	3	2	3	6	2	0	0.3333333333333333
339	2	5	4	2	4	6	3	2	1	0.6666666666666666
339	1	3	5	4	2	3	4	1	0	0.3333333333333333
339	1	1	5	2	6	6	2	2	1	0.6666666666666666
270	2	4	2	3	2	2	3	1	1	0.6666666666666666
270	1	2	3	2	2	5	2	2	0	0.6666666666666666
270	2	3	6	5	4	5	3	2	1	0.6666666666666666
270	2	4	6	3	6	1	6	2	0	0.3333333333333333
270	1	2	1	5	6	6	6	1	0	0.6666666666666666
270	1	4	4	2	5	5	4	1	1	0.3333333333333333
270	1	3	4	5	2	2	6	1	0	0.6666666666666666
270	2	3	4	3	5	2	6	1	1	0.6666666666666666
270	2	5	4	3	3	3	4	2	0	0.6666666666666666
270	2	2	2	4	6	3	2	1	1	0
270	1	4	6	1	4	5	4	2	1	0.6666666666666666
270	1	2	2	6	4	1	4	1	0	0.16666666666666666
822	1	1	3	6	1	2	4	1	1	0.6666666666666666
822	2	5	6	2	4	5	1	2	0	0.16666666666666666
822	2	2	6	2	2	5	6	1	0	0.6666666666666666
822	1	3	3	2	3	2	3	2	1	0.6666666666666666
822	2	5	3	5	5	3	2	2	0	0.6666666666666666
822	1	6	4	4	6	6	1	2	1	0.6666666666666666
822	1	3	5	4	3	2	5	2	0	0.6666666666666666
822	2	2	3	1	6	6	4	2	1	0.6666666666666666
822	2	1	5	1	4	2	4	2	1	0.6666666666666666
822	1	3	5	3	5	2	6	2	0	0.6666666666666666
822	1	4	3	6	5	6	3	1	1	0.6666666666666666
822	1	2	1	3	6	4	5	1	0	0.3333333333333333
800	1	3	4	1	6	3	6	1	0	0.5
800	2	4	3	5	5	6	6	1	1	0.3333333333333333
800	2	5	3	1	3	5	4	1	0	0.8333333333333334
800	1	4	5	5	4	1	6	1	1	0.16666666666666666
800	1	2	6	4	6	6	2	2	0	0.5
800	2	4	1	6	4	4	3	1	1	0.3333333333333333
800	1	1	4	3	3	3	2	1	1	0.8333333333333334
800	2	6	1	3	3	4	5	2	0	0.5
800	2	1	1	6	1	4	4	1	0	0.8333333333333334
800	2	6	2	4	3	2	4	1	1	0.16666666666666666
800	2	3	4	3	5	5	3	1	1	0.5
800	1	1	2	6	5	4	4	2	0	0.5
398	2	1	1	1	2	5	5	2	1	0.5
398	1	2	5	2	2	3	4	1	0	0.5
398	1	6	5	5	4	3	4	2	1	0.5
398	2	5	3	3	6	3	5	1	0	0.3333333333333333
398	2	2	5	6	1	5	6	1	0	0.3333333333333333
398	1	2	4	1	1	5	6	1	1	0.5
398	1	4	2	6	5	6	1	2	0	0.16666666666666666
398	1	1	4	4	2	6	1	2	1	0.5
398	1	1	4	2	6	1	5	2	1	0.5
398	1	3	2	1	2	2	4	2	0	0.16666666666666666
398	2	6	5	4	1	4	1	2	0	0.5
398	2	2	3	1	3	6	4	2	1	0.5
366	2	3	4	1	6	4	6	2	1	0.6666666666666666
366	1	5	4	3	1	4	5	1	0	0.3333333333333333
366	2	5	5	4	3	5	5	2	0	0.3333333333333333
366	1	6	4	1	6	4	3	1	1	0.8333333333333334
366	2	5	2	1	1	4	2	2	1	0.5
366	2	6	2	6	5	1	4	2	0	0.5
366	1	3	2	5	6	5	5	2	0	0.5
366	1	3	5	6	6	6	2	2	1	0.8333333333333334
366	1	2	5	4	2	3	6	2	1	0.6666666666666666
366	2	4	2	2	1	5	4	2	0	0.3333333333333333
366	2	5	5	2	2	3	6	1	0	0.3333333333333333
366	1	1	1	6	3	5	5	1	1	0.8333333333333334
20	1	1	5	2	2	5	4	2	1	0.5
20	1	6	3	3	4	4	6	2	0	0.3333333333333333
20	1	2	5	4	3	4	5	1	1	0.5
20	2	6	4	5	6	4	1	1	0	0.3333333333333333
20	1	4	1	1	4	1	4	1	0	0.3333333333333333
20	1	5	5	5	1	4	4	1	1	0.5
20	1	1	1	6	5	5	3	2	0	0.3333333333333333
20	2	6	5	4	6	5	4	2	1	0.5
20	2	2	3	2	3	2	2	1	1	0.5
20	1	6	1	6	6	6	5	2	0	0.3333333333333333
20	1	4	5	2	5	6	6	1	1	0.5
20	2	6	6	6	2	5	1	2	0	0.3333333333333333
473	1	6	2	3	5	6	3	1	1	0
473	2	4	5	1	6	5	5	1	0	0
473	2	5	4	3	3	2	5	2	0	0
473	1	1	4	3	2	6	1	1	1	0.16666666666666666
473	2	1	5	2	3	3	2	2	1	0
473	2	5	5	1	1	6	5	1	0	0
473	1	5	1	5	2	6	6	1	1	0
473	2	4	4	4	6	3	3	1	0	0
473	2	5	5	4	6	3	4	2	0	0
473	1	5	6	1	5	3	4	2	1	0
473	1	5	5	1	1	1	4	2	1	0
473	2	5	3	2	3	3	4	2	0	0
664	1	1	4	2	2	1	6	2	0	0.5
664	2	3	2	6	5	6	2	1	1	0.8333333333333334
664	1	2	6	3	4	2	1	1	1	0.8333333333333334
664	2	3	4	5	6	4	6	2	0	0.5
664	2	6	1	6	1	1	2	2	0	0.16666666666666666
664	2	3	5	2	2	5	5	1	1	0.8333333333333334
664	2	6	1	4	6	1	4	2	1	0.6666666666666666
664	2	2	3	5	4	1	3	2	0	0.3333333333333333
664	2	2	4	4	1	3	2	1	1	0.8333333333333334
664	2	2	1	6	2	5	1	2	0	0.3333333333333333
664	1	2	4	5	5	3	6	2	0	0.5
664	2	4	5	4	6	2	5	1	1	0.3333333333333333
46	1	6	6	6	3	2	5	2	0	0.5
46	2	4	3	1	4	6	4	2	1	0.6666666666666666
46	1	1	5	2	6	6	3	1	1	0.6666666666666666
46	1	1	4	5	5	3	3	2	0	0.5
46	1	4	3	5	1	1	6	1	1	0.6666666666666666
46	1	1	1	3	5	6	4	1	0	0.3333333333333333
46	1	2	4	3	5	4	5	2	0	0.5
46	2	3	4	2	3	2	3	1	1	0.8333333333333334
46	2	2	6	5	3	4	3	1	1	0.5
46	2	5	5	2	5	6	4	2	0	0.3333333333333333
46	2	3	4	5	1	1	2	1	0	0.3333333333333333
46	2	2	1	1	2	1	5	2	1	0.5
793	1	1	5	1	4	4	4	2	0	0.5
793	1	1	5	3	3	2	1	2	1	0.6666666666666666
793	2	5	4	4	1	2	1	1	1	0.6666666666666666
793	2	2	5	1	4	6	3	2	0	0.6666666666666666
793	1	4	5	1	4	2	4	2	1	0.6666666666666666
793	2	6	1	2	6	3	2	1	0	0.5
793	1	4	6	2	4	6	5	1	1	0.6666666666666666
793	2	3	2	1	2	4	3	2	0	0.6666666666666666
793	1	4	2	1	2	4	1	1	0	0.5
793	2	6	4	4	3	5	2	1	1	0.6666666666666666
793	2	1	1	1	3	2	6	2	0	0.6666666666666666
793	1	2	3	4	1	5	3	1	1	0.6666666666666666
27	1	6	4	1	5	4	1	1	1	0.6666666666666666
27	1	5	6	2	4	3	5	1	0	0.3333333333333333
27	1	3	1	5	4	5	4	2	0	0.5
27	2	2	5	1	2	2	4	1	1	0.6666666666666666
27	2	2	5	4	1	3	2	1	1	0.6666666666666666
27	2	3	2	2	2	5	2	2	0	0.3333333333333333
27	2	4	1	1	6	6	5	2	1	0.5
27	2	3	6	6	4	1	5	2	0	0.3333333333333333
27	1	1	4	1	1	6	3	1	1	0.6666666666666666
27	1	1	1	4	1	1	4	1	0	0.3333333333333333
27	2	4	4	1	5	2	6	1	1	0.6666666666666666
27	1	1	1	3	3	5	1	1	0	0.3333333333333333
758	2	6	1	4	3	6	1	2	1	0.3333333333333333
758	2	6	3	1	4	5	1	1	0	0.3333333333333333
758	2	2	4	5	1	4	3	2	0	0.6666666666666666
758	1	3	6	6	5	5	2	2	1	0.8333333333333334
758	1	6	2	4	6	6	5	2	0	0.3333333333333333
758	1	6	4	4	2	6	1	1	1	0.8333333333333334
758	2	5	4	4	4	2	6	1	0	0.3333333333333333
758	2	3	4	4	2	4	2	2	1	1
758	2	1	6	6	3	3	1	1	1	0.8333333333333334
758	1	2	3	2	2	3	5	2	0	0.8333333333333334
758	1	5	2	6	4	3	2	2	0	0.8333333333333334
758	1	1	6	3	5	6	1	2	1	0.6666666666666666
285	1	4	6	2	1	6	3	1	1	0.6666666666666666
285	1	6	3	4	6	4	6	2	0	0.5
285	2	4	3	4	4	4	2	2	0	0.6666666666666666
285	2	1	1	4	6	2	1	2	1	0.8333333333333334
285	1	5	6	4	6	5	3	2	1	0.5
285	1	6	3	4	3	5	2	1	0	0.5
285	1	2	2	2	1	5	5	1	0	0.3333333333333333
285	1	5	6	2	3	6	1	2	1	0.8333333333333334
285	1	2	4	1	3	6	5	2	1	0.6666666666666666
285	2	4	1	4	2	4	5	1	0	0.6666666666666666
285	2	4	6	6	3	1	1	2	0	0.5
285	2	1	5	1	3	3	1	2	1	0.6666666666666666
517	2	1	2	5	3	2	3	2	1	0.6666666666666666
517	2	4	2	6	2	1	4	1	0	0.5
517	2	6	6	6	2	2	6	2	0	0.3333333333333333
517	2	6	3	2	6	1	6	2	1	0.3333333333333333
517	1	2	2	4	1	5	2	2	1	0.6666666666666666
517	1	1	2	5	5	6	2	1	0	0.16666666666666666
517	2	6	6	1	1	4	1	2	0	0.5
517	2	1	4	2	5	5	2	2	1	0.6666666666666666
517	1	5	1	4	2	2	4	1	1	0.6666666666666666
517	2	2	1	6	6	6	6	1	0	0.16666666666666666
517	1	5	4	5	1	4	3	1	1	0.6666666666666666
517	2	3	2	5	1	4	1	1	0	0.5
40	1	6	6	4	3	2	1	1	0	0.3333333333333333
40	2	5	5	1	1	6	3	2	1	0.6666666666666666
40	2	6	4	6	4	4	1	1	0	0.16666666666666666
40	2	1	3	1	6	6	2	1	1	0.3333333333333333
40	1	2	2	6	1	5	3	1	1	0.3333333333333333
40	1	3	1	5	4	4	4	2	0	0.16666666666666666
40	2	4	2	6	4	1	6	2	0	0
40	1	1	3	5	6	6	4	1	1	0.16666666666666666
40	1	2	3	2	2	6	3	1	1	0.3333333333333333
40	1	5	2	6	4	1	5	2	0	0.16666666666666666
530	2	5	4	2	2	5	3	1	1	0.6666666666666666
530	1	1	2	3	1	3	4	2	0	0.6666666666666666
530	2	2	3	3	1	4	1	2	1	0.16666666666666666
530	1	4	6	5	5	6	6	2	0	0.16666666666666666
530	1	3	5	1	6	4	5	2	1	0
530	1	6	5	4	5	6	2	2	0	0.16666666666666666
530	2	5	2	6	5	6	2	2	0	0.8333333333333334
530	2	4	5	4	1	5	2	1	1	0.6666666666666666
530	2	4	2	1	5	3	2	2	1	0.5
530	1	2	4	1	1	2	5	1	0	0.5
530	1	1	1	2	5	5	1	1	1	0.5
530	1	4	5	3	4	5	4	1	0	0.6666666666666666
772	1	1	4	4	2	6	6	1	1	0.6666666666666666
772	2	5	4	5	6	2	2	1	0	0.16666666666666666
772	1	3	3	1	5	2	6	1	0	0.16666666666666666
772	2	2	3	3	5	3	1	2	1	0.8333333333333334
