resID	atmilitary	atreligion	ated	atprof	atinc	atrace	atage	atmale	selected	rating
847	1	1	3	1	5	3	3	1	0	0.3333333333333333
847	1	6	1	6	2	4	2	1	0	0.6666666666666666
847	2	6	3	3	4	1	5	2	1	0.16666666666666666
847	1	2	3	6	1	1	2	2	0	0.5
847	1	4	3	6	6	1	5	2	1	0.3333333333333333
847	1	4	6	2	1	1	5	2	1	0.5
847	1	2	2	3	5	2	6	1	0	0.3333333333333333
818	1	5	5	3	1	1	2	2	1	0.6666666666666666
818	1	1	3	2	2	4	3	1	0	0.3333333333333333
818	2	5	2	6	6	6	1	1	1	0.6666666666666666
818	1	6	4	1	4	5	5	1	0	0.5
818	2	3	5	3	5	1	1	2	0	0.5
818	2	4	4	2	3	4	2	2	1	0.8333333333333334
818	1	3	5	4	3	3	5	2	1	0.8333333333333334
818	1	6	2	5	2	5	6	2	0	0.16666666666666666
818	1	1	3	6	1	2	5	1	1	0.8333333333333334
818	2	6	5	2	5	2	2	2	0	0.3333333333333333
347	2	2	3	5	5	4	5	2	0	0.3333333333333333
347	2	6	6	3	5	1	3	1	1	0.5
347	2	6	6	1	6	4	3	2	0	0.6666666666666666
347	2	3	4	5	1	6	4	1	1	0.8333333333333334
347	2	2	1	3	1	5	6	2	0	0.3333333333333333
347	2	6	3	3	1	5	1	1	1	0.8333333333333334
347	1	4	6	5	2	6	1	2	1	0.8333333333333334
347	1	5	4	5	5	1	1	1	0	0.6666666666666666
347	2	1	1	3	6	3	5	1	0	0.16666666666666666
347	2	4	2	1	4	3	6	2	1	0.3333333333333333
531	1	6	6	1	6	3	1	1	1	0.6666666666666666
531	1	5	3	2	2	3	6	1	0	0.3333333333333333
531	2	5	5	3	4	1	1	2	1	0.6666666666666666
531	2	1	1	4	2	5	2	1	0	0.3333333333333333
531	2	3	4	2	6	4	1	1	0	0.5
531	1	2	6	1	6	6	1	2	1	0.6666666666666666
531	2	1	5	1	2	1	3	1	0	0.6666666666666666
531	1	3	6	4	1	4	1	1	1	0.5
531	2	3	5	6	4	5	5	2	0	0.6666666666666666
531	2	4	4	1	6	5	5	2	1	0.5
219	1	1	1	2	5	6	6	2	1	0.6666666666666666
219	2	4	4	6	5	1	3	2	0	0.16666666666666666
219	2	2	3	6	5	4	1	1	1	0.8333333333333334
219	1	5	4	6	2	5	2	1	0	0.16666666666666666
219	1	1	2	2	4	4	6	1	0	0.5
219	2	3	1	5	5	4	4	1	1	0
219	1	1	6	4	5	5	2	2	0	0.6666666666666666
219	2	4	4	1	5	3	1	2	1	0.8333333333333334
219	2	2	2	2	4	1	3	2	1	0
219	1	6	1	1	3	4	6	1	0	0
395	1	5	5	5	4	3	3	2	0	0.16666666666666666
395	2	3	3	6	4	3	1	2	1	0.16666666666666666
395	1	5	4	1	6	4	4	2	1	0.5
395	2	5	2	3	2	3	2	2	0	0.3333333333333333
395	1	3	1	3	3	5	3	2	0	0
395	2	5	6	2	5	6	3	1	1	0.5
395	2	3	2	5	1	6	3	1	1	0.3333333333333333
395	2	6	5	6	5	5	3	2	0	0.16666666666666666
395	1	1	1	6	1	1	4	2	0	0
395	2	3	4	1	5	1	4	1	1	0.3333333333333333
836	1	5	4	4	3	4	6	2	1	0.5
836	1	3	2	4	4	5	4	1	0	0.16666666666666666
836	2	6	6	4	2	5	3	2	0	0.8333333333333334
836	2	1	6	4	6	1	4	1	1	0
836	2	3	5	2	5	5	5	2	1	0.5
836	1	2	5	1	2	6	6	1	0	0.3333333333333333
836	1	4	5	5	4	1	6	2	0	0.8333333333333334
836	2	1	5	1	4	1	4	1	1	0.3333333333333333
836	2	5	6	1	3	3	2	1	1	0.6666666666666666
836	1	3	5	5	2	6	6	2	0	0.5
230	2	1	2	3	5	4	3	1	1	0.6666666666666666
230	2	4	3	2	6	5	2	1	0	0.3333333333333333
230	2	3	2	6	5	5	6	2	0	0.16666666666666666
230	1	4	4	5	6	2	5	1	1	0.6666666666666666
230	1	1	1	1	5	5	2	1	0	0.8333333333333334
230	1	4	6	4	4	2	3	2	1	0.6666666666666666
230	2	6	4	1	5	1	3	2	1	0.6666666666666666
230	2	2	2	3	6	6	6	1	0	0.3333333333333333
230	2	6	6	4	6	4	2	2	1	0.6666666666666666
230	1	4	6	6	3	4	1	2	0	0.16666666666666666
614	2	5	1	5	2	4	1	2	1	0.8333333333333334
614	1	3	6	4	5	3	1	1	0	
614	1	2	6	5	2	2	1	2	1	0.6666666666666666
614	1	5	4	6	6	6	6	2	0	0.16666666666666666
614	1	6	1	6	3	4	4	1	0	0.16666666666666666
614	1	6	4	4	3	3	6	2	1	0.6666666666666666
614	1	5	2	3	4	6	6	1	1	0.6666666666666666
614	2	6	3	6	6	3	2	1	0	0.16666666666666666
614	2	5	2	6	6	2	2	1	1	0.5
614	2	3	6	6	2	1	3	2	0	0.3333333333333333
777	1	2	1	6	1	2	3	2	0	0.3333333333333333
777	2	6	3	5	1	1	3	2	1	0.6666666666666666
777	2	2	6	6	3	5	5	1	1	0.6666666666666666
777	2	1	3	2	5	4	6	1	0	0.3333333333333333
777	1	6	1	2	2	4	3	1	0	0.3333333333333333
777	2	5	6	1	5	3	4	1	1	0.6666666666666666
777	1	3	2	3	5	6	2	1	1	0.6666666666666666
777	1	2	5	6	2	1	1	1	0	0.3333333333333333
777	1	5	1	1	6	5	2	1	1	0.6666666666666666
777	1	1	3	2	6	1	4	1	0	0.3333333333333333
91	2	1	3	2	6	2	4	2	0	0.5
91	2	1	4	4	2	5	4	1	1	0.8333333333333334
91	2	1	5	1	1	1	3	2	1	0.8333333333333334
91	2	3	3	5	1	5	6	1	0	0.5
91	1	4	1	3	1	1	5	2	1	0.8333333333333334
91	2	3	6	6	5	3	4	1	0	0.5
91	1	3	6	3	1	2	2	2	0	0.5
91	1	5	3	5	3	6	3	2	1	0.8333333333333334
91	1	5	1	2	3	5	5	1	1	0.8333333333333334
91	1	1	2	1	6	3	4	2	0	0.5
874	1	3	4	3	3	3	1	2	0	0.6666666666666666
874	2	4	4	1	6	2	3	1	1	0.8333333333333334
874	1	2	6	2	4	5	3	1	0	0.6666666666666666
874	1	4	4	5	4	1	1	1	1	0.5
874	1	3	2	4	2	4	3	2	1	0.6666666666666666
874	2	1	2	1	4	3	4	1	0	0.5
874	1	5	1	4	5	6	5	2	1	0.6666666666666666
874	1	5	1	2	1	3	5	2	0	0.6666666666666666
874	1	6	3	6	2	4	2	1	0	0.5
874	2	2	1	3	1	5	4	2	1	0.6666666666666666
322	2	6	1	3	4	6	5	2	0	0.8333333333333334
322	2	3	3	5	6	3	3	1	1	0.6666666666666666
322	2	6	6	1	2	5	3	2	1	0.8333333333333334
322	1	2	4	4	5	1	1	2	0	0.6666666666666666
322	2	5	5	6	2	5	2	2	1	1
322	2	5	1	5	4	1	4	1	0	0.6666666666666666
322	2	2	2	6	2	6	2	2	1	1
322	1	6	6	5	4	4	5	2	0	0.8333333333333334
322	1	2	2	5	1	2	3	2	0	1
322	2	6	5	5	6	5	3	2	1	0.8333333333333334
784	1	3	4	3	3	1	2	1	1	0.8333333333333334
784	1	5	6	2	3	1	6	2	0	0.5
784	2	2	5	6	4	4	6	1	0	0.6666666666666666
784	2	6	3	6	1	3	2	2	1	0.6666666666666666
784	2	1	5	1	5	2	2	1	0	0.5
784	1	2	6	6	6	6	4	1	1	0.6666666666666666
784	2	3	5	6	3	1	5	2	1	0.8333333333333334
784	1	6	5	1	2	1	2	1	0	0.5
784	2	4	1	2	5	4	4	1	0	0.6666666666666666
784	2	4	1	1	6	1	4	2	1	0.8333333333333334
469	1	4	5	5	6	4	2	1	1	0.3333333333333333
469	2	5	2	4	4	4	3	1	0	0.16666666666666666
469	2	1	2	2	6	5	3	2	0	0.3333333333333333
469	2	2	3	3	3	1	2	1	1	0.3333333333333333
469	2	2	6	4	3	2	2	1	1	0.5
469	1	2	5	4	1	3	5	2	0	0.5
469	1	5	4	4	2	1	5	1	0	0.16666666666666666
469	2	5	3	4	3	3	1	2	1	0.16666666666666666
469	2	1	2	2	4	3	6	1	0	0.3333333333333333
469	2	2	2	3	2	4	3	2	1	0.3333333333333333
851	2	5	3	6	2	6	2	1	0	0.3333333333333333
851	1	6	2	4	1	1	5	1	1	0.5
851	1	1	2	4	4	3	6	2	0	0.3333333333333333
851	1	5	1	2	5	3	3	1	1	0.3333333333333333
851	1	4	2	4	3	2	4	2	1	0.6666666666666666
851	1	6	3	4	6	1	2	2	0	0.3333333333333333
851	2	3	1	2	5	4	2	2	0	0.6666666666666666
851	2	3	6	3	2	3	2	2	1	0.3333333333333333
851	1	2	6	5	6	1	2	1	1	0.6666666666666666
851	1	2	2	2	2	6	3	1	0	0.3333333333333333
637	1	5	3	4	2	2	6	1	0	0.8333333333333334
637	1	4	6	1	4	5	1	2	1	0.6666666666666666
637	2	4	5	5	6	3	4	1	1	1
637	1	6	5	6	3	3	5	1	0	0.5
637	2	4	4	6	1	5	5	1	0	0.6666666666666666
637	2	4	5	4	2	2	4	1	1	1
637	1	5	1	5	2	5	3	2	0	1
637	1	2	6	2	3	5	4	1	1	0.6666666666666666
124	1	3	3	6	3	1	1	2	0	0.6666666666666666
124	1	6	6	2	3	4	2	2	1	0.3333333333333333
124	2	5	1	3	6	1	2	2	0	0.6666666666666666
124	1	1	5	4	6	2	1	2	1	0.3333333333333333
124	1	5	4	3	2	1	3	1	1	0.3333333333333333
124	1	5	1	6	2	1	1	1	0	0.6666666666666666
124	1	2	6	3	6	6	1	1	1	0.16666666666666666
124	1	2	5	6	5	1	3	2	0	0.8333333333333334
124	1	4	5	3	1	6	2	1	1	0.5
124	1	5	5	1	5	5	3	2	0	0.5
435	2	6	3	6	6	2	1	1	0	0
435	2	3	5	4	4	6	4	1	1	1
435	2	1	2	2	1	1	2	1	0	0.16666666666666666
435	1	1	3	1	3	3	5	1	1	1
435	1	3	2	6	4	3	4	1	0	0.16666666666666666
435	1	2	4	6	2	5	6	2	1	1
435	2	1	6	3	6	1	5	2	0	0
435	2	6	6	3	4	2	4	2	1	1
435	2	5	6	3	2	3	4	2	1	1
435	1	4	1	3	6	6	3	1	0	0
545	2	6	2	2	5	5	4	1	1	0.6666666666666666
545	2	4	1	4	4	5	5	2	0	0.3333333333333333
545	2	6	5	2	6	6	1	2	1	0.5
545	2	3	2	2	3	5	6	1	0	0.3333333333333333
545	1	3	1	1	4	5	6	2	0	0.16666666666666666
545	1	4	1	5	2	3	2	2	1	0.3333333333333333
545	1	1	6	3	4	5	3	1	1	0.6666666666666666
545	1	5	6	1	4	2	6	2	0	0.3333333333333333
545	1	5	5	2	6	3	6	1	1	0.5
545	2	6	5	4	4	6	6	2	0	0.16666666666666666
543	1	1	4	3	1	6	3	1	1	0.6666666666666666
543	1	3	5	1	2	3	2	1	0	0.5
543	2	3	2	6	1	1	6	2	0	0.5
543	1	5	5	5	5	6	2	2	1	0.6666666666666666
543	1	1	5	6	2	3	5	2	0	0.3333333333333333
543	1	4	2	3	4	2	2	1	1	0.6666666666666666
543	1	2	1	4	4	2	1	2	0	0.3333333333333333
543	2	3	3	3	6	1	4	1	1	0.6666666666666666
543	1	3	3	3	1	2	4	1	1	0.6666666666666666
543	1	1	2	5	4	4	2	1	0	0.5
831	1	3	4	4	6	1	2	1	0	0.5
831	1	2	4	4	1	5	3	1	1	0.5
831	2	5	6	6	5	2	4	2	1	0.5
831	2	6	2	3	2	3	3	2	0	0.5
831	1	6	2	4	3	4	1	1	0	0.5
831	1	6	1	4	1	4	4	2	1	0.5
831	1	2	4	3	5	5	3	1	1	0.5
831	1	3	6	6	6	3	1	1	0	0.5
831	2	5	3	3	6	4	2	1	0	0.5
831	1	3	4	2	2	3	6	1	1	0.5
296	2	3	1	5	4	6	4	2	0	0.3333333333333333
296	2	1	3	4	2	5	5	1	1	0.5
296	1	6	6	5	2	6	3	1	0	0.3333333333333333
296	1	1	5	1	5	4	5	2	1	0.8333333333333334
296	1	1	6	4	3	5	6	1	1	0.6666666666666666
296	1	3	3	5	1	1	2	1	0	0.5
296	2	1	1	2	5	1	3	2	1	0.6666666666666666
296	2	1	3	5	5	1	2	2	0	0.5
296	1	4	6	6	2	4	6	2	0	0.5
296	2	1	6	6	5	2	5	2	1	0.6666666666666666
680	1	6	1	6	4	4	2	1	0	0.16666666666666666
680	2	4	1	2	6	3	3	2	1	0.5
680	2	2	1	6	3	3	3	2	1	0.5
680	1	1	4	5	1	1	1	2	0	0.16666666666666666
680	2	4	4	6	5	2	6	2	0	0.16666666666666666
680	2	5	2	6	3	3	2	1	1	0.5
680	2	6	1	2	1	3	6	1	1	0
680	1	6	1	6	2	4	5	2	0	0
680	2	4	6	2	4	1	1	2	1	0.6666666666666666
680	2	5	2	3	1	1	2	2	0	0.6666666666666666
150	1	6	3	1	3	1	2	2	1	0.8333333333333334
150	1	6	1	4	6	3	2	2	0	0.5
150	2	4	6	3	5	1	5	1	1	0.8333333333333334
150	2	6	5	6	6	4	6	2	0	0.5
150	1	2	4	5	6	3	3	2	0	0.8333333333333334
150	1	4	3	2	3	4	1	2	1	0.5
150	1	5	1	4	5	6	5	1	0	0.6666666666666666
150	2	3	3	1	3	6	5	2	1	0.5
150	2	6	6	3	2	3	4	1	0	0.6666666666666666
150	2	3	3	3	4	5	3	2	1	0.3333333333333333
556	1	6	1	5	2	6	1	1	0	0.3333333333333333
556	1	1	6	3	1	1	3	1	1	0.5
556	1	1	5	6	5	5	6	2	0	0.16666666666666666
556	1	4	2	4	3	3	4	2	1	0.6666666666666666
556	2	2	4	5	3	3	5	1	1	0.6666666666666666
556	2	3	4	6	3	5	6	2	0	0.16666666666666666
556	2	2	3	2	3	3	1	1	1	0.8333333333333334
556	2	2	4	1	4	1	1	2	0	0.6666666666666666
556	2	6	6	3	6	6	3	2	0	0.5
556	2	1	5	3	6	5	6	1	1	0.8333333333333334
61	2	4	3	3	4	2	6	2	0	0.3333333333333333
61	1	3	4	6	5	4	2	2	1	0.5
61	2	2	2	2	4	3	4	2	0	0.5
61	2	3	2	2	1	4	6	1	1	0.3333333333333333
61	1	6	1	1	6	5	2	2	1	0.5
61	1	5	6	5	5	3	3	2	0	0.3333333333333333
61	2	2	1	3	4	3	5	1	0	0.5
61	2	4	6	6	3	2	3	1	1	0.3333333333333333
61	1	2	5	3	1	2	1	1	1	0.5
61	2	3	4	4	4	1	2	2	0	0.3333333333333333
65	2	2	3	2	2	2	2	2	1	0.3333333333333333
65	2	3	4	4	1	4	5	2	0	0.16666666666666666
65	2	1	1	5	6	6	2	2	1	0.6666666666666666
65	1	5	5	4	1	1	1	2	0	0.5
65	2	2	4	2	1	1	1	2	1	0.6666666666666666
65	1	6	6	6	5	4	3	1	0	0.16666666666666666
65	2	6	3	5	6	5	6	1	0	0.16666666666666666
65	1	4	6	5	2	2	5	2	1	0.5
65	1	1	4	5	5	4	2	2	0	0.3333333333333333
65	2	1	6	4	3	2	4	2	1	0.6666666666666666
410	1	3	4	5	2	5	3	2	1	0.6666666666666666
410	2	6	2	2	3	2	3	2	0	0.5
410	2	1	6	2	4	4	5	1	1	1
410	1	1	1	2	1	3	1	1	0	0
410	1	1	6	3	6	2	3	1	1	0.8333333333333334
410	1	6	6	2	5	1	6	1	0	0.5
410	2	1	1	2	2	5	1	2	0	0.16666666666666666
410	2	2	6	5	2	5	1	1	1	0.8333333333333334
410	1	5	5	2	3	4	6	1	1	0.6666666666666666
410	1	2	4	3	1	3	6	2	0	0.16666666666666666
751	1	4	3	2	3	4	3	1	0	0.8333333333333334
751	1	5	4	3	4	6	5	1	1	1
751	2	2	2	3	6	3	4	1	1	0.6666666666666666
751	2	1	1	1	1	6	3	2	0	0.5
751	2	5	5	4	4	4	2	2	1	0.8333333333333334
751	1	6	2	5	6	5	4	1	0	0.6666666666666666
751	1	6	4	4	3	5	5	2	0	0.3333333333333333
751	1	6	6	3	3	5	1	1	1	0.16666666666666666
751	1	1	4	2	1	2	3	2	0	0.6666666666666666
751	1	5	4	4	3	5	3	1	1	0.8333333333333334
197	2	2	2	5	5	3	3	1	0	0.3333333333333333
197	1	5	6	6	4	2	4	1	1	0.5
197	2	4	4	6	5	1	5	1	0	0.3333333333333333
197	1	2	2	4	1	3	3	2	1	0.5
197	2	3	2	6	3	1	1	1	0	0.8333333333333334
197	2	2	6	4	3	6	3	2	1	0.6666666666666666
197	2	1	6	6	6	2	4	1	1	0.5
197	2	6	2	3	5	5	3	1	0	0.3333333333333333
197	2	4	3	1	5	6	3	1	1	0.3333333333333333
197	1	3	2	4	1	4	2	1	0	0.5
892	1	4	1	2	5	2	4	2	0	0.16666666666666666
892	2	2	6	4	5	5	2	1	1	0.8333333333333334
892	1	5	3	4	1	3	1	2	1	0.8333333333333334
892	2	2	5	5	4	3	5	1	0	0.6666666666666666
892	2	1	1	3	5	3	6	2	0	0
892	2	4	3	1	3	5	2	2	1	0.8333333333333334
892	2	5	4	3	2	6	6	1	1	0.8333333333333334
892	2	5	3	4	5	4	6	1	0	0.6666666666666666
892	1	4	4	1	1	2	6	1	0	0.6666666666666666
892	1	2	5	2	3	5	1	2	1	0.5
382	1	4	1	1	1	3	2	2	0	0.3333333333333333
382	1	6	6	6	4	1	3	1	1	0.6666666666666666
382	2	3	3	1	5	4	4	2	1	0.8333333333333334
382	2	1	2	4	2	1	6	1	0	0.16666666666666666
382	1	6	1	2	6	5	4	2	1	0.6666666666666666
382	1	3	3	6	3	6	2	1	0	0.3333333333333333
382	1	2	1	4	1	6	4	2	1	0.3333333333333333
382	1	2	3	3	3	2	5	2	0	0.16666666666666666
382	1	3	3	2	2	6	2	1	1	0.6666666666666666
382	2	3	1	1	1	2	3	2	0	0.3333333333333333
254	2	2	3	3	5	3	1	2	1	0.6666666666666666
254	1	5	6	3	2	4	4	1	0	0.5
254	1	3	4	5	5	6	6	1	0	0.16666666666666666
254	1	3	5	5	1	1	3	1	1	0.6666666666666666
254	1	1	3	4	2	2	1	2	1	0.6666666666666666
254	1	3	6	2	4	3	4	1	0	0.3333333333333333
254	2	4	3	3	1	4	3	1	0	0.5
254	2	5	4	3	4	2	6	2	1	0.6666666666666666
254	1	6	3	6	1	4	5	1	0	0.6666666666666666
254	1	4	3	6	3	1	4	1	1	0.16666666666666666
589	2	5	3	1	6	3	1	1	0	0.3333333333333333
589	2	2	5	5	3	6	1	2	1	0.5
589	2	2	2	6	6	4	4	2	0	0.16666666666666666
589	2	6	5	2	3	5	5	1	1	0.6666666666666666
589	2	2	5	3	2	5	5	1	0	0.16666666666666666
589	2	6	2	2	4	6	4	2	1	0.3333333333333333
589	1	4	2	3	5	3	2	1	0	0.3333333333333333
589	2	2	6	6	6	5	4	1	1	0.8333333333333334
589	1	5	4	1	6	5	6	1	0	0.16666666666666666
589	2	3	6	5	4	3	1	1	1	0.6666666666666666
878	1	5	6	2	3	3	6	1	1	0.5
878	1	1	1	3	2	4	5	1	0	0
878	2	3	5	1	2	4	4	1	1	0.6666666666666666
878	1	3	3	5	2	4	6	1	0	0.5
878	1	2	3	3	4	2	6	2	0	0.5
878	1	1	4	3	4	6	3	1	1	0.3333333333333333
878	2	6	6	6	2	4	3	2	0	0.6666666666666666
878	2	4	6	1	6	1	6	2	1	0.5
878	1	5	2	3	3	4	2	2	1	0.6666666666666666
878	1	2	5	1	1	4	5	2	0	0.5
488	1	2	5	3	2	4	6	1	1	0.3333333333333333
488	2	6	3	2	5	5	1	2	0	0.16666666666666666
488	1	3	6	1	1	4	5	1	1	0.3333333333333333
488	2	4	2	4	3	2	1	1	0	0.16666666666666666
488	2	2	1	3	6	3	5	1	1	0.3333333333333333
488	2	2	6	5	2	6	1	2	0	0.16666666666666666
488	1	2	1	3	3	2	1	2	0	0.16666666666666666
488	2	2	3	4	6	3	6	1	1	0.3333333333333333
488	2	1	1	1	1	2	1	2	1	0.5
488	2	2	4	4	6	6	6	1	0	0.3333333333333333
423	2	2	1	6	5	3	1	2	1	0.6666666666666666
423	1	1	3	2	4	5	3	2	0	0.3333333333333333
423	2	2	6	3	1	4	1	2	1	0.6666666666666666
423	1	3	5	1	5	3	6	2	0	0.3333333333333333
423	2	4	3	2	3	3	3	2	0	0.6666666666666666
423	2	3	2	4	5	6	6	2	1	0.16666666666666666
423	2	5	6	2	5	2	4	2	1	0.6666666666666666
423	2	6	3	2	2	6	1	1	0	0.3333333333333333
423	2	6	3	2	3	5	5	1	0	0.8333333333333334
423	1	5	4	3	2	2	4	2	1	0.5
474	1	2	2	3	3	2	1	1	1	0.8333333333333334
474	1	6	2	1	1	1	3	1	0	0.16666666666666666
474	1	4	6	1	3	5	6	2	0	1
474	1	5	5	3	4	2	5	2	1	0.3333333333333333
474	2	5	5	2	4	4	4	1	1	1
474	1	2	5	3	4	3	4	2	0	0.8333333333333334
474	2	1	4	5	3	6	1	2	1	1
474	1	5	1	4	1	1	1	1	0	0.6666666666666666
474	2	4	4	2	4	3	1	2	1	1
474	2	2	5	4	6	1	4	1	0	0.16666666666666666
462	1	4	1	6	5	4	6	1	0	0.5
462	1	3	3	2	5	4	5	2	1	0.8333333333333334
462	2	5	3	6	1	6	4	2	0	0.16666666666666666
462	1	4	3	6	6	3	4	2	1	0.6666666666666666
462	1	3	6	2	5	3	1	2	1	0.8333333333333334
462	1	3	5	3	1	4	6	1	0	0.5
462	2	3	4	5	4	1	4	1	1	0.8333333333333334
462	1	2	5	5	1	6	6	1	0	0.5
462	1	4	5	1	4	5	2	1	0	0.5
462	1	4	4	4	1	2	6	2	1	0.8333333333333334
504	1	4	5	1	5	1	6	1	0	0
504	2	4	2	3	5	4	2	2	1	0.5
504	2	3	1	2	5	3	2	1	1	0.5
504	1	5	1	6	1	1	3	1	0	0.16666666666666666
504	2	1	2	5	2	4	3	1	0	0.16666666666666666
504	2	4	4	2	2	1	5	2	1	0.6666666666666666
504	2	1	5	2	4	2	2	2	1	0.6666666666666666
504	2	1	1	1	6	6	5	1	0	0.3333333333333333
504	1	3	4	4	5	1	2	1	0	0.3333333333333333
504	2	3	6	3	3	2	4	1	1	0.8333333333333334
896	1	1	3	4	5	3	1	2	1	0.5
896	1	3	5	3	1	3	3	1	0	0.6666666666666666
896	1	6	4	2	6	2	5	1	1	0.8333333333333334
896	1	5	5	5	3	1	6	2	0	0.6666666666666666
896	2	3	4	1	5	2	4	1	0	0.5
896	2	5	1	2	4	5	4	2	1	0.6666666666666666
896	2	3	3	2	1	5	3	2	1	0.8333333333333334
896	1	3	5	5	6	6	1	1	0	1
896	2	5	4	2	3	4	1	1	1	1
896	2	5	1	5	3	1	1	1	0	1
436	1	1	2	5	5	4	4	1	0	0.3333333333333333
436	2	1	4	2	1	4	1	2	1	0.8333333333333334
436	2	2	6	2	3	4	1	2	1	0.8333333333333334
436	2	6	5	4	6	5	2	2	0	0.3333333333333333
436	1	4	1	5	1	6	4	1	1	0.8333333333333334
436	2	4	3	2	4	4	5	2	0	0.3333333333333333
436	1	5	6	4	1	2	3	1	0	0.6666666666666666
436	1	6	4	1	3	2	1	1	1	0.8333333333333334
436	1	6	6	1	6	2	2	1	0	0.6666666666666666
436	2	5	4	4	3	5	5	2	1	0.8333333333333334
83	1	3	1	1	1	4	2	2	0	0.3333333333333333
83	1	4	6	2	2	4	5	1	1	0.6666666666666666
83	2	2	1	1	3	4	5	2	0	0.3333333333333333
83	2	4	3	1	1	4	2	2	1	0.5
83	2	2	6	1	4	1	1	2	1	0.8333333333333334
83	1	1	3	6	1	3	2	1	0	0.16666666666666666
83	2	2	4	1	6	4	6	2	0	0.5
83	2	1	4	1	3	1	3	2	1	0.6666666666666666
83	1	2	3	6	5	4	6	2	0	0.16666666666666666
83	1	6	2	4	5	6	2	1	1	0.16666666666666666
748	2	5	2	6	6	1	5	2	0	0.5
748	1	3	4	1	5	4	4	2	1	0.5
748	2	3	5	6	6	4	2	2	0	0.5
748	2	5	5	4	5	3	1	1	1	1
748	1	2	6	2	6	5	2	1	0	0.5
748	1	2	4	3	5	4	5	1	1	0.6666666666666666
748	1	5	5	6	1	2	5	2	0	0.6666666666666666
748	2	6	1	3	2	2	3	2	1	0.6666666666666666
748	2	4	2	3	1	6	6	2	0	0.16666666666666666
748	1	3	6	2	2	2	4	2	1	0.5
260	1	5	6	4	6	1	6	1	1	0.6666666666666666
260	2	4	6	5	6	5	1	2	0	0.5
260	2	2	3	5	3	2	3	1	0	0.3333333333333333
260	1	5	6	5	6	3	1	2	1	0.8333333333333334
260	1	3	4	4	5	6	5	1	1	0.8333333333333334
260	1	6	3	2	5	5	5	1	0	0.3333333333333333
260	2	5	4	4	3	3	6	2	1	0.8333333333333334
260	2	2	1	6	3	2	1	1	0	0
260	2	1	1	6	2	1	1	1	0	0.5
260	2	6	6	4	5	1	3	1	1	0
656	1	4	6	2	6	1	5	2	0	0.5
656	2	2	4	1	3	4	6	1	1	0.5
656	2	2	2	3	6	2	3	2	1	0.3333333333333333
656	2	4	1	3	1	4	5	1	0	0.16666666666666666
656	2	6	1	3	2	4	1	2	0	0.5
656	2	2	5	6	3	2	1	1	1	0.16666666666666666
656	2	2	1	6	5	6	1	2	0	0.16666666666666666
656	2	4	3	5	1	4	2	1	1	0.8333333333333334
656	2	4	3	5	2	3	3	1	1	0.8333333333333334
656	2	2	5	4	6	2	3	2	0	0.5
397	1	3	2	2	2	6	6	1	1	1
397	2	1	1	5	1	1	3	1	0	0
397	2	5	3	2	3	6	3	2	0	0.8333333333333334
397	1	1	2	1	6	5	1	2	1	0.5
397	1	3	3	5	6	3	2	2	1	0.8333333333333334
397	2	3	3	6	4	1	1	1	0	0.5
397	1	2	2	2	1	1	5	2	0	0.8333333333333334
397	1	6	5	3	5	5	6	1	1	0
397	1	5	3	6	1	6	5	2	0	0.16666666666666666
397	1	5	6	1	4	2	2	2	1	0.6666666666666666
448	2	6	3	6	4	5	1	1	1	0.6666666666666666
448	2	6	5	5	5	6	4	2	0	0.3333333333333333
448	1	4	3	2	2	5	1	2	1	0.8333333333333334
448	1	4	6	6	4	5	5	1	0	0.16666666666666666
448	2	1	1	6	5	1	6	1	0	0.3333333333333333
448	2	4	3	2	5	6	3	2	1	0.6666666666666666
448	2	2	3	1	6	1	4	1	0	0.8333333333333334
448	1	3	5	2	1	5	1	2	1	0.5
448	1	6	3	2	4	6	4	2	1	0.8333333333333334
448	1	6	5	6	1	5	3	2	0	0.5
100	2	1	1	3	6	3	3	2	0	0
100	2	2	5	3	6	4	3	1	1	1
100	2	5	4	1	5	1	6	1	0	0
100	1	1	6	2	3	5	2	1	1	1
100	2	3	6	6	2	5	2	1	1	1
100	1	6	5	6	4	3	3	1	0	0
100	1	1	2	2	6	2	5	1	0	0
100	2	3	2	4	6	6	4	1	1	1
100	2	5	1	2	2	6	1	1	1	0.6666666666666666
100	2	1	2	6	1	1	6	2	0	0.3333333333333333
145	1	5	5	3	6	3	3	1	0	0.5
145	2	2	1	4	3	2	2	1	1	0.6666666666666666
145	2	3	5	5	6	5	5	2	1	0.6666666666666666
145	1	2	1	4	5	6	6	1	0	0.5
145	2	5	4	2	2	4	6	1	0	0.5
145	1	3	3	5	6	1	1	2	1	0.6666666666666666
145	2	6	6	4	6	5	1	1	0	0.5
145	1	1	4	1	3	1	5	2	1	0.6666666666666666
145	2	3	4	1	4	5	5	1	0	0.5
145	2	2	2	1	5	1	6	1	1	0.6666666666666666
881	1	2	1	2	5	6	5	2	1	0.5
881	1	6	4	6	2	6	5	2	0	0
881	1	5	6	2	4	1	4	1	1	0.6666666666666666
881	2	1	2	2	4	5	1	1	0	0.3333333333333333
881	2	1	2	5	1	5	5	2	1	0.6666666666666666
881	2	6	1	5	5	5	4	2	0	0
881	1	3	3	5	4	5	6	1	1	0.5
881	2	4	1	3	1	3	2	1	0	0
766	2	3	5	6	1	3	6	2	0	0.3333333333333333
