"","green","Amt_Issued","YAS_Yield_Spread","BVALMidYTM","X260D_volatility","ecological_index","women_on_board","independent_directors","independence_num","ESG_Reporting","government_dummy","Cpn","mty_years_frm","years_to_maturity","call_ext_sink","perpetual","comp_return","roe","roe_bit","roc","solvency","country_risk_num","rep_risk_num","crs_rating","crif_rating","crif_peer_rating","ecological_risk","stability","number_of_former_directors","number_of_executors"
"548",0,9.0415875,0.935587761674718,0.936030617823947,0.881951219512195,0.887174541947927,0,0,1,0,0,1.68375,1.431895962,6.0027397260274,0,0,171550,276.29,360.83,0.806611570247934,6.22,4,0.85375,6,661,603,0.876712328767123,55,9,5
"549",0,7.23327,0.935587761674718,0.936030617823947,0.881951219512195,0.887174541947927,0,0,1,0,0,1.68375,0.432580424,5.0027397260274,0,0,171550,276.29,360.83,0.806611570247934,6.22,4,0.85375,6,661,603,0.876712328767123,55,9,5
"550",0,9.0415875,0.935587761674718,0.936030617823947,0.881951219512195,0.887174541947927,0,0,1,0,0,1.68375,1.930184805,6.5013698630137,0,0,171550,276.29,360.83,0.806611570247934,6.22,4,0.85375,6,661,603,0.876712328767123,55,9,5
"551",0,23.780875,97.1,2.936,2.41388607025146,5.61,0,0,1,0,0,5.64,1.180013689,4.4986301369863,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"552",0,30.039,105.8,2.945,0.881951219512195,5.61,0,0,1,0,0,5.61,0.684462697,4.0027397260274,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"553",0,17.52275,106,3.006,2.3459267616272,5.61,0,0,1,0,0,5.67,1.683778234,5.0027397260274,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"554",0,27.53575,61,3.085,2.68030643463135,5.61,0,0,1,0,0,5.7,2.179329227,5.4986301369863,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"555",0,17.52275,78.8,3.251,2.63848757743835,5.61,0,0,1,0,0,5.73,2.683093771,6.0027397260274,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"556",0,48.813375,73.5,3.288,0.881951219512195,5.61,0,0,1,0,0,5.82,4.177960301,7.4986301369863,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"557",0,41.303625,123.2,3.396,0.881951219512195,5.61,0,0,1,0,0,5.85,4.684462697,8.00547945205479,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"558",0,28.787375,125.5,3.487,2.70859169960022,5.61,0,0,1,0,0,5.79,3.679671458,7,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"559",0,30.039,117.7,3.526,0.881951219512195,5.61,0,0,1,0,0,5.76,3.181382615,6.5013698630137,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"560",0,50.065,131.5,3.863,0.881951219512195,5.61,0,0,1,0,0,5.88,5.174537988,8.4958904109589,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"561",0,37.54875,113.9,4.067,2.98369789123535,5.61,0,0,1,0,0,5.97,6.683093771,10.0054794520548,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"562",0,38.800375,154.9,4.097,0.881951219512195,5.61,0,0,1,0,0,5.91,5.683778234,9.00547945205479,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"563",0,47.56175,113.8,4.114,0.881951219512195,5.61,0,0,1,0,0,5.94,6.179329227,9.5013698630137,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"564",0,40.052,124.9,4.225,0.881951219512195,5.61,0,0,1,0,0,6,7.181382615,10.5041095890411,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"565",0,30.039,142.6,4.401,0.881951219512195,5.61,0,0,1,0,0,6.03,7.685147159,11.0082191780822,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"566",0,51.316625,152.6,4.5,0.881951219512195,5.61,0,0,1,0,0,6.12,9.180013689,12.5041095890411,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"567",0,37.54875,157.6,4.55,0.881951219512195,5.61,0,0,1,0,0,6.15,9.678302533,13.0027397260274,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"568",0,37.54875,157.7,4.551,0.881951219512195,5.61,0,0,1,0,0,6.09,8.681724846,12.0054794520548,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"569",0,53.819875,150.3,4.569,3.98769903182983,5.61,0,0,1,0,0,6.27,11.18138261,14.5068493150685,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"570",0,52.56825,149.5,4.6,0.881951219512195,5.61,0,0,1,0,0,6.19,10.17659138,13.5013698630137,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"571",0,41.303625,153.8,4.642,0.881951219512195,5.61,0,0,1,0,0,6.23,10.68309377,14.0082191780822,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"572",0,43.806875,140.9,4.732,0.881951219512195,5.61,0,0,1,0,0,6.06,8.180698152,11.5041095890411,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"573",0,43.806875,161.1,4.738,5.00974369049072,5.61,0,0,1,0,0,6.39,12.6844627,16.0109589041096,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"574",0,46.310125,159.7,4.761,5.37895059585571,5.61,0,0,1,0,0,6.47,13.68377823,17.0109589041096,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"575",0,53.819875,166.9,4.773,0.881951219512195,5.61,0,0,1,0,0,6.35,12.18069815,15.5068493150685,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"576",0,58.826375,170,4.804,0.881951219512195,5.61,0,0,1,0,0,6.43,13.18001369,16.5068493150685,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"577",0,43.806875,172.8,4.832,0.881951219512195,5.61,0,0,1,0,0,6.31,11.68514716,15.0109589041096,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"578",0,45.0585,96.4,4.871,5.68246746063232,5.61,0,0,1,0,0,6.51,14.17932923,17.5068493150685,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"579",0,35.0455,108.6,4.899,0.881951219512195,5.61,0,0,1,0,0,6.71,16.6844627,20.013698630137,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"580",0,22.52925,101.8,4.945,6.29664421081543,5.61,0,0,1,0,0,6.55,14.68035592,18.0082191780822,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"581",0,33.793875,101.1,4.954,6.84377241134644,5.61,0,0,1,0,0,6.59,15.17864476,18.5068493150685,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"582",0,40.052,102,4.993,8.16131401062012,5.61,0,0,1,0,0,6.67,16.17522245,19.5041095890411,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"583",0,22.52925,103.5,4.994,7.45549774169922,5.61,0,0,1,0,0,6.63,15.68514716,19.013698630137,0,0,0,-14.26,-14.26,-0.41,2.61,4,0.85375,1,629,745,5.61,45,4,3
"584",0,4.77726,102.7,2.849,0.881951219512195,27.41,0,0,0.926553672316384,0,0,4.1,1.448323066,3.0027397260274,0,0,7384,35.86,48.53,6.01,4.6,4,0.85375,3,807,568,27.41,18,4,2
"585",0,7.16589,66.2,3.013,0.881951219512195,27.41,0,0,0.926553672316384,1,0,4.25,3.449691992,5.00547945205479,0,0,7384,35.86,48.53,6.01,4.6,4,0.85375,3,807,568,27.41,18,4,2
"586",0,7.16589,72.7,3.284,4.4295654296875,27.41,0,0,0.926553672316384,0,0,4.4,5.442847365,7,0,0,7384,35.86,48.53,6.01,4.6,4,0.85375,3,807,568,27.41,18,4,2
"587",0,8.360205,79.7,3.77,0.881951219512195,27.41,0,0,0.926553672316384,0,0,4.5,8.449007529,10.0082191780822,0,0,7384,35.86,48.53,6.01,4.6,4,0.85375,3,807,568,27.41,18,4,2
"588",0,8.360205,111.4,4.306,11.2141199111938,27.41,0,0,0.926553672316384,0,0,4.65,10.44490075,12.0054794520548,0,0,7384,35.86,48.53,6.01,4.6,4,0.85375,3,807,568,27.41,18,4,2
